"Maker","BeanOrigin","REF","ReviewDate","CocoaPercentage","CompanyLocation","Rating","RatingLevel"
"Mana","Venezuela",1219,2014,74,"U.S.A.",2.75,"Low"
"Mana","Conacado",821,2012,74,"U.S.A.",3.75,"High"
"Manifesto Cacao","Colombia",1331,2014,70,"Colombia",2.75,"Low"
"Manoa","Markham Valley",1522,2015,72,"U.S.A.",3.5,"Low"
"Manoa","Coto Brus",1522,2015,72,"U.S.A.",3.75,"High"
"Manoa","Waiahole, O'ahu",1089,2013,72,"U.S.A.",3.75,"High"
"Manoa","Liberia, #174",1003,2012,72,"U.S.A.",3.25,"Low"
"Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,72,"U.S.A.",2.75,"Low"
"Manoa","Piura",1007,2012,72,"U.S.A.",3,"Low"
"Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,72,"U.S.A.",3.25,"Low"
"Manufaktura Czekolady","Johe",1844,2016,70,"Poland",3.75,"High"
"Manufaktura Czekolady","Peru",1848,2016,70,"Poland",3.5,"Low"
"Manufaktura Czekolady","Porcelana",1255,2014,70,"Poland",3.75,"High"
"Manufaktura Czekolady","Kolumbia",1279,2014,85,"Poland",3.5,"Low"
"Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,70,"Poland",3.25,"Low"
"Manufaktura Czekolady","Grand Cru Ghana",871,2012,70,"Poland",3.5,"Low"
"Manufaktura Czekolady","Grand Cru Ecuador",875,2012,70,"Poland",3.25,"Low"
"Map Chocolate","Ben Tre, Surprise Valley",1896,2016,75,"U.S.A.",3.25,"Low"
"Map Chocolate","ROIG, 2014",1474,2015,70,"U.S.A.",3.5,"Low"
"Map Chocolate","Maranon, 2014",1474,2015,62,"U.S.A.",3.5,"Low"
"Map Chocolate","Ecuador",1478,2015,70,"U.S.A.",3.5,"Low"
"Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,70,"U.S.A.",2.75,"Low"
"Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,70,"U.S.A.",3.5,"Low"
"Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,68,"U.S.A.",3.5,"Low"
"Map Chocolate","Colombia",1610,2015,75,"U.S.A.",2.75,"Low"
"Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,"U.S.A.",3,"Low"
"Map Chocolate","Le Chocolat Chaud",1634,2015,78,"U.S.A.",3.5,"Low"
"Marana","Piura",1872,2016,70,"Peru",3,"Low"
"Marana","Cusco",1884,2016,70,"Peru",2.75,"Low"
"Marana","San Martin",1884,2016,70,"Peru",3,"Low"
"Marigold's Finest","Cacao Nib Crunch",1808,2016,75,"Canada",3.25,"Low"
"Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,85,"Vietnam",3.25,"Low"
"Marou","Ben Tre",1650,2015,68,"Vietnam",3.5,"Low"
"Marou","Dak Lak, Batch 2451",1650,2015,70,"Vietnam",3.75,"High"
"Marou","Tan Phu Dong, Treasure Island",1149,2013,75,"Vietnam",3.5,"Low"
"Marou","Ba Ria",845,2012,76,"Vietnam",3.5,"Low"
"Marou","Dong Nai",845,2012,72,"Vietnam",3.5,"Low"
"Marou","Tien Giang, Gao Co-op",845,2012,70,"Vietnam",3.5,"Low"
"Marou","Ben Tre",849,2012,78,"Vietnam",3.5,"Low"
"Marou","Tien Giang",895,2012,80,"Vietnam",3,"Low"
"Marou","Lam Dong",955,2012,74,"Vietnam",3.5,"Low"
"Mars","Matina 1-6, prototype",537,2010,65,"U.S.A.",3,"Low"
"Mars","Ivory Coast",544,2010,65,"U.S.A.",3,"Low"
"Mars","Nigeria",544,2010,65,"U.S.A.",3.25,"Low"
"Mars","Ghana, prototype",544,2010,65,"U.S.A.",3.5,"Low"
"Marsatta","Dominican Republic",1189,2013,74,"U.S.A.",2.25,"Low"
"Marsatta","Dominican Republic",1189,2013,89,"U.S.A.",2.5,"Low"
"Martin Mayer","Alto Beni",1836,2016,76,"Austria",2.75,"Low"
"Martin Mayer","Pisa",1836,2016,82,"Austria",3,"Low"
"Martin Mayer","Tumaco",1836,2016,74,"Austria",3.25,"Low"
"Mast Brothers","Guatemala",1450,2015,76,"U.S.A.",3,"Low"
"Mast Brothers","Tanzania",1450,2015,74,"U.S.A.",3.25,"Low"
"Mast Brothers","French Laundry 20th Anniversary",1359,2014,75,"U.S.A.",3.75,"High"
"Mast Brothers","Shake Shack",959,2012,73,"U.S.A.",3.5,"Low"
"Mast Brothers","Madagascar",999,2012,72,"U.S.A.",2.5,"Low"
"Mast Brothers","Chuao",999,2012,73,"U.S.A.",2.75,"Low"
"Mast Brothers","Brooklyn Blend",672,2011,72,"U.S.A.",3.5,"Low"
"Mast Brothers","Chuao, Med. Roast",701,2011,76,"U.S.A.",3,"Low"
"Mast Brothers","Chuao, Dark Roast",709,2011,70,"U.S.A.",3,"Low"
"Mast Brothers","Chuao, Light Roast",713,2011,81,"U.S.A.",2.75,"Low"
"Mast Brothers","Moho River",773,2011,70,"U.S.A.",3.5,"Low"
"Mast Brothers","Papua New Guinea",777,2011,71,"U.S.A.",2.75,"Low"
"Mast Brothers","San Martin",777,2011,75,"U.S.A.",3,"Low"
"Mast Brothers","Conacado",777,2011,73,"U.S.A.",3.25,"Low"
"Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,74,"U.S.A.",3.75,"High"
"Mast Brothers","Patanemo",572,2010,81,"U.S.A.",2.75,"Low"
"Mast Brothers","Ocumare de la Costa",572,2010,75,"U.S.A.",3,"Low"
"Mast Brothers","Dominican Republic, Coop",572,2010,70,"U.S.A.",3.25,"Low"
"Matale","Malekula P., 2013",1177,2013,72,"Australia",3.5,"Low"
"Matale","Somia, 2013",1177,2013,68,"Australia",4,"High"
"Matale","Kulili P., 2013",1177,2013,74,"Australia",4,"High"
"Matale","Blend",1181,2013,70,"Australia",3.75,"High"
"Maverick","Maya Mountain",1367,2014,70,"U.S.A.",3.25,"Low"
"Maverick","Elvesia",1367,2014,70,"U.S.A.",3.25,"Low"
"Maverick","Tumbes",1430,2014,82,"U.S.A.",3.25,"Low"
"Maverick","Morropon, Norandiono Coop, Piura",1430,2014,63,"U.S.A.",3.5,"Low"
"Mayacama","Hispaniola",1728,2016,72,"U.S.A.",3,"Low"
"Meadowlands","Bolivia",1287,2014,70,"U.S.A.",2.5,"Low"
"Meadowlands","Venezuela",1287,2014,70,"U.S.A.",2.75,"Low"
"Meadowlands","Belize",1287,2014,70,"U.S.A.",3,"Low"
"Meadowlands","Nicaragua, w/ inbs",1291,2014,70,"U.S.A.",3,"Low"
"Meadowlands","Dominican Republic",1291,2014,70,"U.S.A.",3.5,"Low"
"Menakao (aka Cinagra)","Madagascar",837,2012,80,"Madagascar",2.5,"Low"
"Menakao (aka Cinagra)","Madagascar",841,2012,72,"Madagascar",2.5,"Low"
"Mesocacao","El Salvador",1494,2015,80,"Honduras",2.75,"Low"
"Mesocacao","El Salvador",1494,2015,70,"Honduras",3,"Low"
"Mesocacao","Honduras",1347,2014,80,"Honduras",3.25,"Low"
"Mesocacao","Honduras",1347,2014,70,"Honduras",3.5,"Low"
"Mesocacao","La Tronca, Matagalpa",1351,2014,70,"Honduras",3.25,"Low"
"Mesocacao","La Tronca, Matagalpa",1351,2014,80,"Honduras",3.5,"Low"
"Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,70,"Sweden",3,"Low"
"Metiisto","Akesson Estate",1267,2014,72,"Sweden",3.5,"Low"
"Metropolitan","South America",1688,2015,70,"Amsterdam",3.5,"Low"
"Michel Cluizel","Chiapas, Mokaya P.",963,2012,66,"France",3.75,"High"
"Michel Cluizel","Carenero Superior, Concepcion",117,2007,66,"France",3.5,"Low"
"Michel Cluizel","Vila Gracinda",135,2007,67,"France",3.5,"Low"
"Michel Cluizel","Carre Amer",24,2006,60,"France",2,"Low"
"Michel Cluizel","Carre Grand Noir",24,2006,85,"France",2,"Low"
"Michel Cluizel","Tamarina",24,2006,70,"France",3,"Low"
"Michel Cluizel","Los Ancones P.",24,2006,67,"France",4,"High"
"Michel Cluizel","Mangaro P.",24,2006,65,"France",4,"High"
"Michel Cluizel","Maralumi P.",24,2006,64,"France",4,"High"
"Michel Cluizel","Noir Infini",81,2006,99,"France",2,"Low"
"Middlebury","Maya Mountain",1490,2015,80,"U.S.A.",3.5,"Low"
"Middlebury","San Juan Estate",1490,2015,70,"U.S.A.",3.5,"Low"
"Middlebury","Oko Caribe",1490,2015,75,"U.S.A.",3.75,"High"
"Middlebury","Patanemo, Epoch, Donaldo",1490,2015,75,"U.S.A.",3.75,"High"
"Middlebury","Kokoa Kamili",1538,2015,75,"U.S.A.",3.25,"Low"
"Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,70,"U.S.A.",3.5,"Low"
"Middlebury","La Red",1117,2013,75,"U.S.A.",2.5,"Low"
"Middlebury","Belize",1117,2013,80,"U.S.A.",3.25,"Low"
"Middlebury","Houseblend",887,2012,65,"U.S.A.",1.5,"Low"
"Middlebury","Alto Beni",887,2012,75,"U.S.A.",2,"Low"
"Middlebury","Balinese, Java",887,2012,70,"U.S.A.",2.5,"Low"
"Millcreek Cacao Roasters","Ecuador",1073,2013,70,"U.S.A.",2.5,"Low"
"Millcreek Cacao Roasters","Ecuador",825,2012,70,"U.S.A.",3.5,"Low"
"Mindo","Ecuador",607,2010,67,"U.S.A.",2.75,"Low"
"Mindo","Ecuador",607,2010,77,"U.S.A.",2.75,"Low"
"Minimal","Acul-du-Nord, 2015",1920,2016,70,"Japan",3.5,"Low"
"Mission","Fazenda Camboa, Bahia",1880,2016,75,"Brazil",3.75,"High"
"Mission","Bahia, Fazenda Venturosa",1626,2015,70,"Brazil",3.5,"Low"
"Mita","Tumaco",955,2012,65,"Colombia",2.5,"Low"
"Moho","Toledo District, w/ nibs",1026,2013,73,"U.S.A.",3.25,"Low"
"Moho","Toledo District",1030,2013,72,"U.S.A.",3,"Low"
"Moho","Umoho R., Toledo District, San Felipe",607,2010,67,"U.S.A.",2.75,"Low"
"Molucca","La Red",1614,2015,70,"U.S.A.",3,"Low"
"Molucca","Indonesia",1618,2015,70,"U.S.A.",2.75,"Low"
"Molucca","Peru",1618,2015,70,"U.S.A.",3.25,"Low"
"Momotombo","Matagalpa",661,2011,70,"Nicaragua",2.75,"Low"
"Momotombo","Mombacho",661,2011,70,"Nicaragua",2.75,"Low"
"Momotombo","Oscuro",772,2011,70,"Nicaragua",3.25,"Low"
"Monarque","Oko Caribe",1812,2016,72,"Canada",3.5,"Low"
"Monsieur Truffe","Papaua New Guinea",1391,2014,70,"Australia",3.25,"Low"
"Montecristi","Manabi",1654,2015,70,"Ecuador",3.25,"Low"
"Montecristi","Manabi",1654,2015,63,"Ecuador",3.5,"Low"
"Montecristi","Manabi",1658,2015,85,"Ecuador",3.5,"Low"
"Muchomas (Mesocacao)","Nicaragua",1462,2015,70,"U.S.A.",3.5,"Low"
"Muchomas (Mesocacao)","Nicaragua",1462,2015,80,"U.S.A.",3.5,"Low"
"Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,68,"U.S.A.",2.75,"Low"
"Mutari","Oko Caribe, batch 1 SRB",1896,2016,71,"U.S.A.",2.75,"Low"
"Mutari","Ambanja, batch 1 SRB",1900,2016,68,"U.S.A.",2.75,"Low"
"Mutari","Tien Giang, batch 1 SRB",1900,2016,80,"U.S.A.",3,"Low"
"Nahua","Costa Rica, Oscuro",1049,2013,58,"Costa Rica",2.5,"Low"
"Nahua","Costa Rica, Oscuro",1049,2013,70,"Costa Rica",3,"Low"
"Naive","Trinidad & Tobago",1046,2013,70,"Lithuania",3.75,"High"
"Naive","Maranon Canyon, Fortunato No. 4",1133,2013,78,"Lithuania",3.75,"High"
"Naive","Grenada",867,2012,71,"Lithuania",2.5,"Low"
"Na�ve","Nicaragua",1379,2014,70,"Lithuania",3.25,"Low"
"Na�ve","Chuao",1399,2014,75,"Lithuania",2.75,"Low"
"Na�ve","Barinas",1399,2014,70,"Lithuania",3,"Low"
"Nanea","Criollo Blend",1007,2013,85,"U.S.A.",3.5,"Low"
"Nathan Miller","Peru",1403,2014,72,"U.S.A.",2.25,"Low"
"Nathan Miller","Hispaniola",1403,2014,70,"U.S.A.",2.5,"Low"
"Nathan Miller","Madagascar",1403,2014,73.5,"U.S.A.",2.5,"Low"
"Nathan Miller","Ghana",1403,2014,70,"U.S.A.",3.5,"Low"
"Neuhaus (Callebaut)","Papua New Guinea",531,2010,70,"Belgium",2.5,"Low"
"Neuhaus (Callebaut)","Manickchand Estate",230,2008,67,"Belgium",3.75,"High"
"Neuhaus (Callebaut)","Dark",135,2007,73,"Belgium",1,"Low"
"Neuhaus (Callebaut)","West Africa",15,2006,73,"Belgium",2,"Low"
"Neuhaus (Callebaut)","Sao Tome",15,2006,75,"Belgium",2.75,"Low"
"Neuhaus (Callebaut)","Ocumare",24,2006,71,"Belgium",3,"Low"
"Nibble","Patanemo",1526,2015,72,"U.S.A.",2.25,"Low"
"Nibble","Elvesia P.",1526,2015,72,"U.S.A.",2.75,"Low"
"Nibble","Ambanja, Sambirano Valley",1526,2015,72,"U.S.A.",3,"Low"
"Nibble","Tumbes",1526,2015,72,"U.S.A.",3,"Low"
"Night Owl","Peru",1022,2013,75,"U.S.A.",2.75,"Low"
"Night Owl","Ecuador",1022,2013,75,"U.S.A.",3.5,"Low"
"Noble Bean aka Jerjobo","Ghana",1295,2014,75,"U.S.A.",3,"Low"
"Noble Bean aka Jerjobo","Moho Valley",1299,2014,75,"U.S.A.",3,"Low"
"Noble Bean aka Jerjobo","Maranon Canyon",1299,2014,75,"U.S.A.",3.25,"Low"
"Noir d' Ebine","Venezuela",837,2012,70,"U.S.A.",3,"Low"
"Noir d' Ebine","Ecuador",841,2012,70,"U.S.A.",3,"Low"
"Nova Monda","La Patriota, cacao Indio, purple label",931,2012,70,"Nicaragua",3,"Low"
"Nova Monda","La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75,"Niacragua",2.75,"Low"
"Nova Monda","Punta Galera, cacao Nacional, gold label",935,2012,80,"Nicaragua",3.25,"Low"
"Nuance","Ghana, 2013",1454,2015,70,"U.S.A.",3.75,"High"
"Nuance","Ecuador, 2013",1458,2015,70,"U.S.A.",2.75,"Low"
"Nuance","Canoabo, 2013",1458,2015,70,"U.S.A.",3,"Low"
"Nuance","Sambirano Valley, 2012",1458,2015,70,"U.S.A.",3.5,"Low"
"Nuance","La Red",1470,2015,70,"U.S.A.",3.75,"High"
"Nugali","Fazenda Leolinda",1876,2016,70,"Brazil",3.5,"Low"
"Oakland Chocolate Co.","Jamaica",478,2010,70,"U.S.A.",2.5,"Low"
"Obolo","Pangoa",1638,2015,70,"Chile",3.75,"High"
"Obolo","Pangoa, w/ nibs",1638,2015,70,"Chile",3.75,"High"
"Ocelot","Virunga",1558,2015,70,"Scotland",3.75,"High"
"Ocelot","Piura",1558,2015,75,"Scotland",4,"High"
"Ocho","Sang Yum Coop",1760,2016,100,"New Zealand",2.75,"Low"
"Ocho","Sang Yum Coop",1760,2016,70,"New Zealand",3.5,"Low"
"Ocho","PNG, Devotion",1411,2014,66,"New Zealand",2.75,"Low"
"Ocho","PNG, Revolution",1411,2014,70,"New Zealand",3,"Low"
"Ocho","PNG, Voodoo",1411,2014,88,"New Zealand",3.25,"Low"
"Ocho","PNG, Nib Bar",1411,2014,74,"New Zealand",3.5,"Low"
"Ohiyo","San Juan Estate, Gran Couva",1594,2015,70,"U.S.A.",2.75,"Low"
"Ohiyo","Tanzania",1598,2015,70,"U.S.A.",3,"Low"
"Oialla by Bojessen (Malmo)","Sylvestre, Oialla",761,2011,70,"Germany",3.5,"Low"
"Olive and Sinclair","Dominican Republic prototype",486,2010,72,"U.S.A.",3,"Low"
"Olive and Sinclair","Ghana prototype",486,2010,72,"U.S.A.",3,"Low"
"Olive and Sinclair","Dark 67",457,2009,67,"U.S.A.",2.75,"Low"
"Olive and Sinclair","Dark 75",457,2009,75,"U.S.A.",3,"Low"
"Olivia","Carribean-Raw",688,2011,76,"Canada",2,"Low"
"Olivia","Carribean",688,2011,76,"Canada",2.75,"Low"
"Olivia","Carribean",688,2011,85,"Canada",2.75,"Low"
"Olivia","Carribean-Raw",688,2011,85,"Canada",3,"Low"
"Omanhene","Ghana",693,2011,80,"Ghana",2.75,"Low"
"Omnom","Kakao Kamili, Kilombero Valley",1816,2016,70,"Iceland",3.75,"High"
"Omnom","Papua New Guinea",1247,2014,70,"Iceland",3,"Low"
"Omnom","Madagascar",1247,2014,66,"Iceland",3.5,"Low"
"organicfair","Maya Mountain",1161,2013,74,"Canada",2.75,"Low"
"organicfair","La Red",1165,2013,72,"Canada",2.75,"Low"
"organicfair","Nicaraqua",1165,2013,72,"Canada",2.75,"Low"
"organicfair","Caribe",1165,2013,72,"Canada",3,"Low"
"organicfair","Mindo",1165,2013,72,"Canada",3,"Low"
"Original Beans (Felchlin)","Papua Kerafat",1438,2014,68,"Switzerland",2.75,"Low"
"Original Beans (Felchlin)","Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80,"Switzerland",3.25,"Low"
"Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66,"Switzerland",3.75,"High"
"Original Beans (Felchlin)","D.R. Congo, Cru Virunga",331,2009,70,"Switzerland",3,"Low"
"Original Beans (Felchlin)","Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75,"Switzerland",3,"Low"
"Original Beans (Felchlin)","Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68,"Switzerland",3.25,"Low"
"Original Hawaiin Chocolate Factory","Hawai'i, Kona Grand Cru E.",316,2009,60,"U.S.A.",3,"Low"
"Original Hawaiin Chocolate Factory","Hawai'i, Kona Estate Grown",24,2006,60,"U.S.A.",3,"Low"
"Orquidea","Peru",859,2012,65,"Peru",3,"Low"
"Orquidea","Peru",859,2012,72,"Peru",3,"Low"
"Pacari","Sierra Nevada, Tutu Iku",1848,2016,70,"Ecuador",4,"High"
"Pacari","Garaua",1415,2014,70,"Ecuador",3.25,"Low"
"Pacari","Cumbia",1415,2014,70,"Ecuador",3.5,"Low"
"Pacari","Montubia",1415,2014,70,"Ecuador",3.75,"High"
"Pacari","Tangara",1415,2014,70,"Ecuador",4,"High"
"Pacari","Ecuador, raw",817,2012,85,"Ecuador",2.75,"Low"
"Pacari","Piura",863,2012,70,"Ecuador",4,"High"
"Pacari","Nube- prototype",721,2011,70,"Ecuador",3.5,"Low"
"Pacari","Esmeraldas",224,2008,60,"Ecuador",2.5,"Low"
"Pacari","Manabi",224,2008,65,"Ecuador",2.75,"Low"
"Pacari","Los Rios",224,2008,72,"Ecuador",3,"Low"
"Pacari","Raw",266,2008,100,"Ecuador",2,"Low"
"Pacari","Raw",266,2008,70,"Ecuador",3.5,"Low"
"Palette de Bine","Lachua",1720,2016,70,"Canada",2.75,"Low"
"Palette de Bine","Maya Mtn",1720,2016,72,"Canada",3,"Low"
"Palette de Bine","Silvestre, La Paz, Beni",1570,2015,70,"Canada",3.25,"Low"
"Palette de Bine","San Juan Estate, Gran Couva",1570,2015,70,"Canada",3.25,"Low"
"Palette de Bine","Kokoa Kamili",1574,2015,72,"Canada",3.5,"Low"
"Palette de Bine","Lam Dong",1574,2015,72,"Canada",3.75,"High"
"Palette de Bine","Alto Beni, Palos Blancos",1239,2014,72,"Canada",2.75,"Low"
"Palette de Bine","Sambirano",1239,2014,78,"Canada",3.75,"High"
"Palette de Bine","Camino Verde P., Balao, Guayas",1303,2014,75,"Canada",2.75,"Low"
"Palette de Bine","Duo- Gran Couva & Camino Verde",1399,2014,75,"Canada",3.5,"Low"
"Palette de Bine","Gran Couva",1399,2014,70,"Canada",3.75,"High"
"Pangea","Matasawalevu",1860,2016,76,"Spain",3,"Low"
"Park 75","South America",1363,2014,65,"U.S.A.",3.5,"Low"
"Parliament","Kilombero Valley",1856,2016,70,"U.S.A.",3.25,"Low"
"Parliament","Lachua, Q'egchi families",1542,2015,70,"U.S.A.",3.5,"Low"
"Parliament","Alto Beni",1251,2014,70,"U.S.A.",3,"Low"
"Parliament","Oko Caribe",1255,2014,70,"U.S.A.",3.5,"Low"
"Pascha","Peru",1137,2013,55,"Peru",2.5,"Low"
"Pascha","Peru",1137,2013,70,"Peru",2.75,"Low"
"Patric","Signature Blend",636,2011,70,"U.S.A.",3.75,"High"
"Patric","Madagascar",331,2009,75,"U.S.A.",4,"High"
"Patric","Madagascar",439,2009,67,"U.S.A.",3.5,"Low"
"Patric","Rio Caribe, Paria Penninsula",439,2009,70,"U.S.A.",3.5,"Low"
"Patric","Madagascar",196,2007,70,"U.S.A.",4,"High"
"Patric","Piura, Choc. Garage Exclusive",1034,2013,67,"U.S.A.",4,"High"
"Paul Young","Madagascar, w/ shell",1271,2014,73,"U.K.",2.25,"Low"
"Paul Young","Madagascar, w/ shell",1271,2014,64,"U.K.",2.75,"Low"
"Peppalo","Dominican Republic",1454,2015,82,"U.S.A.",3,"Low"
"Pierre Marcolini","Haut Penja, w/ nibs",1658,2015,70,"Belgium",3.25,"Low"
"Pierre Marcolini","Chuao",478,2010,75,"Belgium",3,"Low"
"Pierre Marcolini","Trinite",478,2010,75,"Belgium",3.25,"Low"
"Pierre Marcolini","Baracoa, Cuba",516,2010,78,"Belgium",3.75,"High"
"Pierre Marcolini","Peru, Las Pampas P.",531,2010,85,"Belgium",3,"Low"
"Pierre Marcolini","Bahia Brazil, Fazenda Sao Pedro",414,2009,72,"Belgium",3,"Low"
"Pierre Marcolini","Porcelana, Tabasco, Finca La Joya",445,2009,72,"Belgium",3,"Low"
"Pierre Marcolini","Cabosse",111,2007,70,"Belgium",4,"High"
"Pierre Marcolini","Los Rios, Puerto Romero, Equateur",129,2007,72,"Belgium",3.75,"High"
"Pierre Marcolini","Sambirano, Ambanja, Madagascar",141,2007,72,"Belgium",4,"High"
"Pierre Marcolini","Fleur de Cacao",166,2007,85,"Belgium",3.5,"Low"
"Pierre Marcolini","Porcelana, Tabasco, Limited Ed.",81,2006,72,"Belgium",4,"High"
"Pierre Marcolini","Kendem Lembu, Java",93,2006,72,"Belgium",3,"Low"
"Pierre Marcolini","Ocumare, Puerto Cabello, Venezuela",93,2006,72,"Belgium",4,"High"
"Pinellas","Wampusirpi Region",1772,2016,80,"U.S.A.",2.5,"Low"
"Pitch Dark","Tenor",1506,2015,62,"U.S.A.",2.5,"Low"
"Pitch Dark","Johe",1506,2015,80,"U.S.A.",2.75,"Low"
"Pitch Dark","Chuno",1510,2015,80,"U.S.A.",2.75,"Low"
"Pitch Dark","Nicalizo",1510,2015,80,"U.S.A.",2.75,"Low"
"Pitch Dark","Rugoso",1510,2015,80,"U.S.A.",3.25,"Low"
"Pitch Dark","Akesson Estate",1311,2014,73,"U.S.A.",3.25,"Low"
"Pitch Dark","Namau Village",1315,2014,73,"U.S.A.",2.5,"Low"
"Pitch Dark","Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73,"U.S.A.",3.25,"Low"
"Pitch Dark","Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73,"U.S.A.",3.5,"Low"
"Pomm (aka Dead Dog)","La Red, 2011",829,2012,76,"U.S.A.",2.5,"Low"
"Pomm (aka Dead Dog)","Peru",829,2012,82,"U.S.A.",2.75,"Low"
"Potomac","Oko Caribe, Duarte Province, 2016 H.",1820,2016,70,"U.S.A.",3.75,"High"
"Potomac","Cuyagua, 2013",1387,2014,70,"U.S.A.",3.75,"High"
"Potomac","Upala w/ nibs",647,2011,70,"U.S.A.",3.5,"Low"
"Potomac","Upala, Batch 18",654,2011,70,"U.S.A.",3,"Low"
"Potomac","San Martin, Amazonian Highlands",789,2011,70,"U.S.A.",2.75,"Low"
"Potomac","Bahia",789,2011,70,"U.S.A.",3.5,"Low"
"Potomac","Upala, Batch 12",607,2010,82,"U.S.A.",3.75,"High"
"Pralus","Peru",1446,2015,75,"France",3.25,"Low"
"Pralus","Porcelana, S. of Lake Maracaibo",717,2011,75,"France",3.25,"Low"
"Pralus","Chuao",486,2010,75,"France",3.5,"Low"
"Pralus","Cuyagua",451,2009,75,"France",2,"Low"
"Pralus","Papouasie",199,2008,75,"France",3,"Low"
"Pralus","Sambirano Valley, Le 100%",202,2008,100,"France",3,"Low"
"Pralus","Dominican Republic-Organic",280,2008,75,"France",2,"Low"
"Pralus","Monte Alegre, Diego Badero",280,2008,75,"France",3.5,"Low"
"Pralus","Claudio Corallo w/ nibs",162,2007,75,"France",4,"High"
"Pralus","Monte Alegre (Itacare), Brazil",105,2006,75,"France",3,"Low"
"Pralus","Tanzania",105,2006,75,"France",3.5,"Low"
"Pralus","Sao Tome & Principe",5,2006,75,"France",3.5,"Low"
"Pralus","Trinidad",5,2006,75,"France",3.5,"Low"
"Pralus","Madagascar, Nosy Be Isle.",5,2006,75,"France",3.75,"High"
"Pralus","Java, Indonesie",32,2006,75,"France",3.5,"Low"
"Pralus","Barlovento, Venezuela",32,2006,75,"France",3.5,"Low"
"Pralus","Jamaique",32,2006,75,"France",4,"High"
"Pralus","Equateur",40,2006,75,"France",3,"Low"
"Pralus","Vanuatu",40,2006,75,"France",3,"Low"
"Pralus","Ghana",40,2006,75,"France",3.25,"Low"
"Pralus","Colombie",40,2006,75,"France",3.5,"Low"
"Pralus","Fortissima",93,2006,80,"France",4,"High"
"Pralus","Cuba",99,2006,75,"France",3,"Low"
"Pralus","Caracas, Venezuela and Ghana",99,2006,75,"France",3,"Low"
"Pralus","Djakarta, Java and Ghana",99,2006,75,"France",3.5,"Low"
"Pump Street Bakery","Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77,"U.K.",3.5,"Low"
"Pump Street Bakery","Crayfish Bay Estate, 2014",1502,2015,70,"U.K.",3.5,"Low"
"Pump Street Bakery","Akesson's, batch 4411",1530,2015,74,"U.K.",3.5,"Low"
"Pump Street Bakery","Honduras",1688,2015,80,"U.K.",2.75,"Low"
"Pump Street Bakery","Patanemo Vil., Carabobo State, Tisano family",1223,2014,75,"U.K.",2.75,"Low"
"Pump Street Bakery","Guantupi River",1223,2014,75,"U.K.",3,"Low"
"Pump Street Bakery","Akessons Estate, Sambirano, Ambanja",1223,2014,72,"U.K.",3.25,"Low"
"Pump Street Bakery","Guantupi River",1227,2014,85,"U.K.",2.75,"Low"
"Pura Delizia","Venezuela",931,2012,73,"Italy",2.75,"Low"
"Q Chocolate","Brazil",1057,2013,75,"Brazil",3.25,"Low"
"Q Chocolate","Brazil",1057,2013,85,"Brazil",3.5,"Low"
"Q Chocolate","Brazil",1069,2013,55,"Brazil",2.75,"Low"
"Q Chocolate","Brazil",1069,2013,80,"Brazil",3.25,"Low"
"Q Chocolate","Brazil",935,2012,60,"Brazil",3,"Low"
"Q Chocolate","Brazil",935,2012,65,"Brazil",3.25,"Low"
"Quetzalli (Wolter)","Mexico, Lot 28022016",1796,2016,70,"Mexico",2.75,"Low"
"Quetzalli (Wolter)","Uranga, Lot 22032016",1800,2016,74,"Mexico",3,"Low"
"Raaka","Amazon Basin Blend",1788,2016,70,"U.S.A.",3,"Low"
"Raaka","Virunga",1708,2015,75,"U.S.A.",2.75,"Low"
"Raaka","Madagascar",959,2012,75,"U.S.A.",3.25,"Low"
"Raaka","La Red",785,2011,85,"U.S.A.",3.5,"Low"
"Rain Republic","Suchitepequez E.",470,2010,70,"Guatemala",2.75,"Low"
"Rancho San Jacinto","Ecuador",565,2010,75,"Eucador",3,"Low"
"Ranger","San Martin, Batch 2",1558,2015,70,"U.S.A.",2.5,"Low"
"Ranger","Chulucanas, Batch 1",1562,2015,80,"U.S.A.",3.25,"Low"
"Ranger","Tumbes, Batch 2",1562,2015,73,"U.S.A.",3.5,"Low"
